       #Time      #Total      #Solid BsHz    #Molten BsHz   #Prim  
  1.8998513E+16    1525490.0     799450.0          0.0     726040.0
  1.9047217E+16    1525490.0     799450.0          0.0     726040.0
  1.9097291E+16    1525490.0     799450.0          0.0     726040.0
  1.9146798E+16    1525490.0     799450.0          0.0     726040.0
  1.9195018E+16    1525490.0     799450.0          0.0     726040.0
  1.9241485E+16    1525490.0     799450.0          0.0     726040.0
  1.9289467E+16    1525490.0     799450.0          0.0     726040.0
  1.9340368E+16    1525490.0     799450.0          0.0     726040.0
  1.9397474E+16    1525490.0     799450.0          0.0     726040.0
  1.9445216E+16    1525490.0     799450.0          0.0     726040.0
  1.9489646E+16    1525490.0     799450.0          0.0     726040.0
  1.9535032E+16    1525490.0     799450.0          0.0     726040.0
  1.9578287E+16    1525490.0     799450.0          0.0     726040.0
  1.9623880E+16    1525490.0     799450.0          0.0     726040.0
  1.9669020E+16    1525490.0     799450.0          0.0     726040.0
  1.9715735E+16    1525490.0     799450.0          0.0     726040.0
  1.9764749E+16    1525490.0     799450.0          0.0     726040.0
  1.9813950E+16    1525490.0     799450.0          0.0     726040.0
  1.9862184E+16    1525490.0     799450.0          0.0     726040.0
  1.9911858E+16    1525490.0     799450.0          0.0     726040.0
  1.9961637E+16    1525490.0     799450.0          0.0     726040.0
  2.0011042E+16    1525490.0     799450.0          0.0     726040.0
  2.0059060E+16    1525490.0     799450.0          0.0     726040.0
  2.0108885E+16    1525490.0     799450.0          0.0     726040.0
  2.0163446E+16    1525490.0     799450.0          0.0     726040.0
  2.0214160E+16    1525490.0     799450.0          0.0     726040.0
  2.0263712E+16    1525490.0     799450.0          0.0     726040.0
  2.0311402E+16    1525490.0     799450.0          0.0     726040.0
  2.0356809E+16    1525490.0     799450.0          0.0     726040.0
  2.0409002E+16    1525490.0     799450.0          0.0     726040.0
  2.0465607E+16    1525490.0     799450.0          0.0     726040.0
  2.0523004E+16    1525490.0     799450.0          0.0     726040.0
  2.0581203E+16    1525490.0     799450.0          0.0     726040.0
  2.0633323E+16    1525490.0     799450.0          0.0     726040.0
  2.0686117E+16    1525490.0     799450.0          0.0     726040.0
  2.0734259E+16    1525490.0     799450.0          0.0     726040.0
  2.0784399E+16    1525490.0     799450.0          0.0     726040.0
  2.0830663E+16    1525490.0     799450.0          0.0     726040.0
  2.0875694E+16    1525490.0     799450.0          0.0     726040.0
  2.0920986E+16    1525490.0     799450.0          0.0     726040.0
  2.0972193E+16    1525490.0     799450.0          0.0     726040.0
  2.1015419E+16    1525490.0     799450.0          0.0     726040.0
  2.1057485E+16    1525490.0     799450.0          0.0     726040.0
  2.1101394E+16    1525490.0     799450.0          0.0     726040.0
  2.1142667E+16    1525490.0     799450.0          0.0     726040.0
  2.1185899E+16    1525490.0     799450.0          0.0     726040.0
  2.1233450E+16    1525490.0     799450.0          0.0     726040.0
  2.1281441E+16    1525490.0     799450.0          0.0     726040.0
  2.1321162E+16    1525490.0     799450.0          0.0     726040.0
  2.1364751E+16    1525490.0     799450.0          0.0     726040.0
  2.1407878E+16    1525490.0     799450.0          0.0     726040.0
  2.1453798E+16    1525490.0     799450.0          0.0     726040.0
  2.1503866E+16    1525490.0     799450.0          0.0     726040.0
  2.1554179E+16    1525490.0     799450.0          0.0     726040.0
  2.1603141E+16    1525490.0     799450.0          0.0     726040.0
  2.1655098E+16    1525490.0     799450.0          0.0     726040.0
  2.1706329E+16    1525490.0     799450.0          0.0     726040.0
  2.1752729E+16    1525490.0     799450.0          0.0     726040.0
  2.1800088E+16    1525490.0     799450.0          0.0     726040.0
  2.1852899E+16    1525490.0     799450.0          0.0     726040.0
  2.1904766E+16    1525490.0     799450.0          0.0     726040.0
  2.1954166E+16    1525490.0     799450.0          0.0     726040.0
  2.2002784E+16    1525490.0     799450.0          0.0     726040.0
  2.2056149E+16    1525490.0     799450.0          0.0     726040.0
  2.2109519E+16    1525490.0     799450.0          0.0     726040.0
  2.2161212E+16    1525490.0     799450.0          0.0     726040.0
  2.2210224E+16    1525490.0     799450.0          0.0     726040.0
  2.2259573E+16    1525490.0     799450.0          0.0     726040.0
  2.2309501E+16    1525490.0     799450.0          0.0     726040.0
  2.2358425E+16    1525490.0     799450.0          0.0     726040.0
  2.2401676E+16    1525490.0     799450.0          0.0     726040.0
  2.2447069E+16    1525490.0     799450.0          0.0     726040.0
  2.2492068E+16    1525490.0     799450.0          0.0     726040.0
  2.2540555E+16    1525490.0     799450.0          0.0     726040.0
  2.2592922E+16    1525490.0     799450.0          0.0     726040.0
  2.2638231E+16    1525490.0     799450.0          0.0     726040.0
  2.2682739E+16    1525490.0     799450.0          0.0     726040.0
  2.2730638E+16    1525490.0     799450.0          0.0     726040.0
  2.2782373E+16    1525490.0     799450.0          0.0     726040.0
  2.2832665E+16    1525490.0     799450.0          0.0     726040.0
  2.2889301E+16    1525490.0     799450.0          0.0     726040.0
  2.2945792E+16    1525490.0     799450.0          0.0     726040.0
  2.2998969E+16    1525490.0     799450.0          0.0     726040.0
  2.3048764E+16    1525490.0     799450.0          0.0     726040.0
  2.3099550E+16    1525490.0     799450.0          0.0     726040.0
  2.3156945E+16    1525490.0     799450.0          0.0     726040.0
  2.3213081E+16    1525490.0     799450.0          0.0     726040.0
  2.3260792E+16    1525490.0     799450.0          0.0     726040.0
  2.3309237E+16    1525490.0     799450.0          0.0     726040.0
  2.3366837E+16    1525490.0     799450.0          0.0     726040.0
  2.3431184E+16    1525490.0     799450.0          0.0     726040.0
  2.3486922E+16    1525490.0     799450.0          0.0     726040.0
  2.3536524E+16    1525490.0     799450.0          0.0     726040.0
  2.3584440E+16    1525490.0     799450.0          0.0     726040.0
  2.3627180E+16    1525490.0     799450.0          0.0     726040.0
